url|title
gh2aCkZfuPA|Os Miseráveis - Crítica do filme: o candidato da França ao Oscar 2020
7PctubY5szc|Corpus Christi - Crítica do filme: o candidato da Polônia ao Oscar 2020
6v_lA5lG2VQ|Dolittle - Crítica do filme
joyXXOW990Y|Bad Boys para Sempre - Crítica do filme (sem spoilers)
ILHN1o-ByLA|For Sama - Crítica do documentário
shOpej9tUt0|Just Mercy (Luta por Justiça) - Crítica do filme
an5SdIb_Zr8|Ameaça Profunda - Crítica do filme (sem spoilers)
Q0a_P39rDb8|The Grudge (O Grito) - Crítica do filme de 2020
DvHTzXyrqAI|Uma Mulher Alta (Beanpole) - Crítica do filme
bXx5gaJwXl4|Honeyland - Crítica do documentário
strogvLX2uU|The Aeronauts (Os Aeronautas) - Crítica do filme da Amazon
M4b75uxKPJA|Cats - Crítica do filme: o maior fiasco de 2019
vlNazMOh_Pw|Bombshell (O Escândalo) - Crítica do filme
dZsASBALAL8|Star Wars: A Ascensão Skywalker - Crítica do filme (sem spoilers)
iG6B-dE22Yk|Retrato de Uma Jovem em Chamas - Crítica do filme
Ndy-PzZsbbw|Weathering with You (O Tempo com Você) - Crítica da animação de Makoto Shinkai
zATC3nCUSnI|Esquadrão 6 - Crítica do filme da Netflix
nQSb39-NrS4|Jumanji: Próxima Fase - Crítica do filme
bJPu7SEtUJs|Dark Waters - O Preço da Verdade - Crítica do filme
4ZyFRE0MfX4|A Vida Invisível - Crítica do filme
n1L1CkFC5u0|Honey Boy (O Preço do Talento) - Crítica do filme
RFUl6Sl6Qrk|Richard Jewell - Crítica do filme de Clint Eastwood
wG0PNEeE5W4|Atlantique (Atlantics) - Crítica do filme da Netflix
yxxQhDhOS-c|Entre Facas e Segredos - Crítica do filme
SLpltH478uw|Adoráveis Mulheres (Little Women) - Crítica do filme
BpJyzwRi1gM|1917 - Crítica do filme
cQb-cJ2sv9o|Waves - Crítica do filme
r_MA8QDD8Gw|Um Lindo Dia na Vizinhança - Crítica do filme
QRWIRLgf4ys|Dois Papas - Crítica do filme da Netflix
K75XLcJXVNs|Frozen 2 - Crítica da animação (sem spoilers)
uu0r6Q4aHY4|Pássaro do Oriente - Crítica do filme da Netflix
EsSFAQ3wGmw|Klaus - Crítica da animação da Netflix
z4KgBFCCYCQ|A Dama e o Vagabundo - Crítica do filme de 2019 da Disney +
cdH7PNOqgrs|O Relatório - Crítica do filme da Amazon
25MxW21Ic8A|A Grande Mentira - Crítica do filme
tBNDE3WJWos|Midway - Batalha em Alto Mar - Crítica do filme
LPSEHGY9Hww|Harriet - Crítica do filme
xUlGu4waUR0|The King (O Rei) - Crítica do filme da Netflix
Bb0mmp3IPMk|Doutor Sono - Crítica do filme
9l10oS4FIQg|Ford vs. Ferrari - Crítica do filme
uCnZTzSQUFI|Meu Nome é Dolemite - Crítica do filme da Netflix
twGZgPckm8g|O Exterminador do Futuro: Destino Sombrio - Crítica do Filme
ENmlNcwzP9Y|Wasp Network - Crítica do filme
4PFeALOnABk|A Lavanderia - Crítica do filme da Netflix
HrW7lDAAnws|Zumbilândia: Atire Duas Vezes - Crítica do filme
alPR8CvMn5U|The Lighthouse (O Farol) - Crítica do filme
hJuXss-5Bnc|Marriage Story (Histórias de um Casamento) - Crítica do filme
HNxWxSMkih0|El Camino - Crítica do filme da Netflix (sem spoilers)
_Kbs1EpVgFo|Lucy in the Sky - Crítica do filme: o pior da carreira de Natalie Portman?
1xg7VlPQ_s0|Uncut Gems (Joias Brutas) - Crítica do filme: Adam Sandler no Oscar?
L2xJmqkJQLU|Parasite (Parasita) - Crítica do filme
xPcGroUauQw|Judy - Crítica do filme estrelado por Renée Zellweger
nUnDqj7gHEg|The Irishman (O Irlandês) - Crítica do filme da Netflix (sem spoilers)
cK2PPT6jCYg|Gemini Man (Projeto Gemini) - Crítica do filme
Q82oxV1mNxM|Downton Abbey - Crítica do filme
bqfjZWySfFs|A Hidden Life - Crítica do filme de Terrence Malick
jOSa75BSwbI|Ad Astra - Crítica do filme (sem spoilers)
RCWMVDBBJbY|Coringa - Crítica do filme (sem spoilers)
OxT2nDDwgc0|Jojo Rabbit - Crítica do filme (sem spoilers)
TjOCilqjTUg|The Goldfinch (O Pintassilgo) - Crítica do filme
qyEw937rABM|Hustlers (As Golpistas) - Crítica do filme
WdKdtGQygFg|It Capítulo 2 - Crítica do filme (sem spoilers)
sWSpt7TX0tQ|The Fanatic - Crítica: o pior filme de 2019?
RBNY2-oQaSA|Indústria Americana - Crítica do documentário da Netflix - um dos favoritos ao Oscar
Xd754dJiZzg|Bacurau - Crítica do filme (sem spoilers)
wTcyjI2uLrg|The Farewell - Crítica do filme
nsN6vtsE0gk|Era uma Vez em Hollywood - Crítica do filme (sem spoilers)
KOO4KDoWf9Y|Privacidade Hackeada - Crítica do documentário da Netflix
lAIVrIRznV4|Obsessão Secreta - Crítica do filme da Netflix
XElSUnYZAk4|Midsommar - Crítica do filme (sem spoilers): espetacular e divisivo
FcG8Ke4Mo34|Yesterday - Crítica do filme de Danny Boyle
w3w1tdmenRk|Toy Story 4 - Crítica (sem spoilers)
m-a2bQVkck8|Rocketman - Crítica do filme
bYm2WCFuUs0|The Haunting of Sharon Tate - Crítica do filme
